AMDewptCalPl,ScenRelAMIns,CombMoisture,SynForcng,WindFieldPln,ScenRel3_4,R5Fcst,ScnRelPlFcst,RaoContMoist,CapChange,CombClouds,AMInstabMt,MvmtFeatures,PlainsFcst,WindAloft,LowLLapse,Boundaries,InsSclInScen,AreaMoDryAir,AreaMeso_ALS,SubjVertMo,N34StarFcst,MorningBound,MountainFcst,CapInScen,ScenRelAMCIN,InsInMt,MeanRH,SfcWndShfDis,IRCloudCover,TempDis,VISCloudCov,InsChange,SatContMoist,QGVertMotion,CombVerMo,WndHodograph,MidLLapse,CompPlFcst,LLIW,Date,LIfr12ZDENSd,N0_7muVerMo,MorningCIN,CldShadeConv,LatestCIN,RHRatio,LoLevMoistAd,AMInsWliScen,OutflowFrMt,Dewpoints,CldShadeOth,WindFieldMt,CurPropConv,AMCINInScen,Scenario
Neutral,K,Wet,SigNegative,WidespdDnsl,ACEFK,XNIL,K,Neutral,Increasing,Clear,None,StrongFront,XNIL,NWQuad,ModerateOrLe,Weak,MoreUnstable,Wet,Down,Down,XNIL,Strong,XNIL,MoreThanAve,CThruK,None,Dry,None,Clear,Moving,PC,Increasing,Dry,Neutral,Down,Westerly,ModerateOrLe,IncCapDecIns,Weak,Aug20_Sep15,N5GtLIGt_8,StrongUp,PartInhibit,None,None,DryMMoistL,Neutral,MoreUnstable,None,LowMtsHighPl,Clear,Westerly,Slight,MoreThanAve,K
Instability,G,Dry,PosToNeg,LongAnticyc,GJ,XNIL,G,Neutral,Increasing,Clear,Strong,OtherRapid,XNIL,LV,CloseToDryAd,Strong,Average,Dry,Down,Down,XNIL,None,XNIL,MoreThanAve,CThruK,Strong,Dry,DryLine,Clear,None,PC,Decreasing,Neutral,Neutral,Down,DCVZFavor,CloseToDryAd,IncCapDecIns,Weak,Jul16_Aug10,N1GtLIGt_4,Down,PartInhibit,Marked,PartInhibit,MoistMDryL,Negative,MoreUnstable,Strong,LowSHighN,Clear,LVorOther,None,Average,G
Stability,G,VeryWet,LittleChange,SEQuad,GJ,XNIL,G,VeryWet,LittleChange,Cloudy,Weak,NoMajor,XNIL,AllElse,Steep,Weak,Average,Wet,Down,Down,XNIL,None,XNIL,LessThanAve,CThruK,Weak,Dry,None,Cloudy,Other,PC,Decreasing,VeryWet,StrongUp,Down,StrongWest,CloseToDryAd,LittleChange,Moderate,Aug11_Aug20,N5GtLIGt_8,Down,None,Some,None,MoistMDryL,Neutral,Average,Strong,LowAtStation,Cloudy,LVorOther,Strong,LessThanAve,G
Instability,K,Neutral,SigPositive,WidespdDnsl,ACEFK,XNIL,K,Neutral,Increasing,Cloudy,None,StrongFront,XNIL,AllElse,ModerateOrLe,None,MoreUnstable,Neutral,WeakUp,WeakUp,XNIL,None,XNIL,Average,CThruK,None,VeryMoist,MovingFtorOt,Cloudy,Moving,Cloudy,Decreasing,Neutral,Neutral,WeakUp,DCVZFavor,ModerateOrLe,IncCapDecIns,Moderate,Aug20_Sep15,N1GtLIGt_4,StrongUp,PartInhibit,None,None,DryMMoistL,Negative,MoreUnstable,None,HighEvrywher,Cloudy,Westerly,Moderate,Average,K
Stability,CDEJ,Wet,SigNegative,LongAnticyc,ACEFK,SVR,C,Dry,Increasing,PC,Strong,StrongFront,SIG,NWQuad,CloseToDryAd,None,Average,Neutral,Down,Neutral,SIG,None,SVR,MoreThanAve,CThruK,Strong,Average,E_W_S,PC,Other,Clear,Decreasing,Dry,Down,Down,Other,CloseToDryAd,IncCapDecIns,Weak,Jul2_Jul15,N1GtLIGt_4,WeakUp,Stifling,None,PartInhibit,MoistMDryL,Negative,Average,None,LowEvrywhere,PC,LVorOther,None,MoreThanAve,C
Instability,CDEJ,Neutral,SigPositive,LongAnticyc,ACEFK,XNIL,C,Neutral,Increasing,Clear,None,MarkedUpper,XNIL,NWQuad,Steep,Strong,MoreUnstable,Neutral,Neutral,Neutral,XNIL,None,XNIL,Average,CThruK,Weak,Dry,E_W_N,Clear,None,Clear,Increasing,Dry,Down,Neutral,StrongWest,Steep,IncCapDecIns,Moderate,Aug20_Sep15,N1GtLIGt_4,WeakUp,PartInhibit,Marked,TotalInhibit,Other,Neutral,MoreUnstable,Strong,LowNHighS,Clear,LVorOther,None,Average,C
Stability,CDEJ,VeryWet,SigPositive,LongAnticyc,ACEFK,SVR,C,Dry,LittleChange,Clear,Strong,OtherRapid,SIG,NWQuad,Stable,Strong,Average,Wet,Neutral,WeakUp,SIG,Weak,SVR,Average,CThruK,Strong,Dry,E_W_S,PC,Other,Clear,Increasing,VeryWet,Down,Neutral,DCVZFavor,Steep,LittleChange,Moderate,Jul16_Aug10,N5GtLIGt_8,Neutral,PartInhibit,Marked,None,Other,WeakPos,LessUnstable,Weak,LowAtStation,PC,LVorOther,Moderate,Average,C
Neutral,K,Neutral,PosToNeg,WidespdDnsl,ACEFK,SIG,K,Neutral,Increasing,PC,Strong,StrongFront,XNIL,NWQuad,ModerateOrLe,Weak,MoreUnstable,Neutral,WeakUp,WeakUp,XNIL,Weak,SIG,MoreThanAve,CThruK,Strong,Average,MovingFtorOt,Cloudy,None,Clear,Increasing,Neutral,Neutral,WeakUp,DCVZFavor,ModerateOrLe,IncCapDecIns,Strong,Jun15_Jul1,N5GtLIGt_8,StrongUp,PartInhibit,Marked,PartInhibit,DryMMoistL,Neutral,MoreUnstable,Weak,Other,PC,Westerly,Strong,Average,K
Stability,CDEJ,Wet,LittleChange,SEQuad,GJ,SIG,J,Neutral,LittleChange,PC,Strong,NoMajor,SIG,LV,Steep,Strong,Average,VeryWet,Neutral,Neutral,SIG,Strong,SIG,Average,CThruK,Strong,Average,DryLine,PC,Other,PC,Increasing,Wet,Neutral,Neutral,Westerly,Steep,LittleChange,Strong,Aug20_Sep15,N5GtLIGt_8,WeakUp,None,Some,None,DryMMoistL,WeakPos,Average,Strong,LowMtsHighPl,PC,LVorOther,Strong,Average,J
Instability,K,VeryWet,NegToPos,LV,ACEFK,SIG,K,Wet,LittleChange,Clear,Strong,StrongFront,XNIL,SWQuad,Steep,Weak,LessUnstable,Wet,Down,Neutral,XNIL,None,SIG,Average,CThruK,Strong,Average,MovingFtorOt,PC,Other,PC,Increasing,Dry,WeakUp,Down,Westerly,ModerateOrLe,LittleChange,Weak,Jul2_Jul15,N1GtLIGt_4,Down,PartInhibit,Some,PartInhibit,Other,WeakPos,LessUnstable,Strong,LowEvrywhere,Clear,LVorOther,None,Average,K
Instability,K,Neutral,LittleChange,WidespdDnsl,ACEFK,SIG,K,Neutral,Increasing,PC,Strong,MarkedUpper,XNIL,AllElse,Stable,None,Average,Neutral,WeakUp,Neutral,XNIL,None,SIG,MoreThanAve,CThruK,Strong,VeryMoist,MovingFtorOt,PC,QStationary,Clear,Decreasing,Neutral,StrongUp,WeakUp,Other,ModerateOrLe,IncCapDecIns,Weak,May15_Jun14,LILt_8,WeakUp,Stifling,None,PartInhibit,Other,Neutral,MoreUnstable,None,LowAtStation,PC,Westerly,None,Average,K
Stability,K,Dry,SigPositive,WidespdDnsl,ACEFK,SIG,K,Dry,LittleChange,Clear,None,StrongFront,SIG,AllElse,Steep,Weak,LessUnstable,Dry,Neutral,Neutral,SIG,Weak,XNIL,Average,CThruK,Strong,VeryMoist,MovingFtorOt,Clear,None,Clear,Decreasing,Neutral,WeakUp,Neutral,Other,ModerateOrLe,LittleChange,Moderate,Aug20_Sep15,LILt_8,Neutral,PartInhibit,Some,None,DryMMoistL,Negative,Average,None,LowMtsHighPl,Clear,LVorOther,Strong,Average,K
Stability,K,Wet,SigNegative,LongAnticyc,ACEFK,SVR,K,Wet,LittleChange,Clear,Weak,MarkedUpper,XNIL,AllElse,Steep,Strong,Average,Wet,Neutral,Down,XNIL,Weak,SVR,Average,CThruK,Strong,Dry,None,PC,None,PC,LittleChange,Neutral,Neutral,Neutral,StrongWest,ModerateOrLe,LittleChange,Weak,Jul16_Aug10,N1GtLIGt_4,StrongUp,PartInhibit,Marked,PartInhibit,Other,Neutral,Average,Strong,Other,Clear,Westerly,Slight,Average,K
Stability,ABI,Wet,LittleChange,E_NE,ACEFK,SVR,A,Neutral,Decreasing,PC,Weak,OtherRapid,SIG,SWQuad,Stable,Strong,LessUnstable,Wet,Neutral,Neutral,SIG,Weak,SVR,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,QStationary,PC,Decreasing,VeryWet,Neutral,Neutral,DCVZFavor,Steep,DecCapIncIns,Strong,May15_Jun14,LIGt0,WeakUp,PartInhibit,Marked,PartInhibit,Other,WeakPos,LessUnstable,Strong,LowSHighN,Clear,Westerly,Moderate,LessThanAve,A
Neutral,CDEJ,Wet,SigNegative,LongAnticyc,ACEFK,XNIL,C,Neutral,Decreasing,Cloudy,None,MarkedUpper,XNIL,NWQuad,CloseToDryAd,None,Average,Wet,Neutral,Neutral,XNIL,None,XNIL,MoreThanAve,CThruK,None,Average,E_W_N,PC,Other,Clear,Decreasing,Wet,Down,Neutral,Other,ModerateOrLe,DecCapIncIns,Weak,Jul2_Jul15,N5GtLIGt_8,Neutral,PartInhibit,None,None,MoistMDryL,Negative,Average,None,LowEvrywhere,Cloudy,Westerly,None,MoreThanAve,C
Instability,ABI,VeryWet,LittleChange,LV,B,SIG,B,Neutral,Decreasing,Clear,Weak,NoMajor,XNIL,NWQuad,Stable,Strong,LessUnstable,Wet,Neutral,Down,XNIL,Weak,SIG,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,Other,Clear,Decreasing,Dry,Neutral,Neutral,Other,Steep,DecCapIncIns,Moderate,May15_Jun14,N1GtLIGt_4,StrongUp,PartInhibit,None,TotalInhibit,DryMMoistL,Negative,Average,Strong,LowSHighN,Clear,LVorOther,None,LessThanAve,B
Stability,CDEJ,VeryWet,LittleChange,LongAnticyc,D,SIG,D,Dry,Increasing,Cloudy,None,StrongFront,XNIL,NWQuad,CloseToDryAd,None,LessUnstable,VeryWet,Neutral,Neutral,XNIL,None,SIG,MoreThanAve,CThruK,Weak,Average,DryLine,PC,Other,Clear,Increasing,Dry,Down,Neutral,DCVZFavor,Steep,IncCapDecIns,Weak,Jul16_Aug10,N1GtLIGt_4,Down,Stifling,Some,None,DryMMoistL,StrongPos,LessUnstable,Weak,Other,PC,Westerly,Moderate,Average,D
Stability,G,Dry,LittleChange,WidespdDnsl,GJ,SIG,G,Dry,Increasing,PC,Weak,StrongFront,XNIL,AllElse,CloseToDryAd,Strong,Average,Wet,StrongUp,Neutral,XNIL,Weak,SIG,MoreThanAve,CThruK,Weak,Dry,DryLine,Cloudy,None,PC,Increasing,Neutral,Neutral,StrongUp,DCVZFavor,CloseToDryAd,IncCapDecIns,Moderate,Aug20_Sep15,N5GtLIGt_8,StrongUp,Stifling,Some,PartInhibit,MoistMDryL,StrongPos,Average,Weak,LowEvrywhere,Cloudy,Westerly,None,MoreThanAve,G
Stability,F,Neutral,SigNegative,LV,ACEFK,SIG,F,Dry,Increasing,Clear,Weak,NoMajor,XNIL,LV,ModerateOrLe,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,Weak,SIG,MoreThanAve,CThruK,Weak,VeryMoist,None,Clear,None,Clear,Decreasing,Neutral,Neutral,Neutral,Other,ModerateOrLe,IncCapDecIns,Weak,Jul16_Aug10,N5GtLIGt_8,Neutral,Stifling,None,PartInhibit,Other,Neutral,LessUnstable,None,HighEvrywher,Clear,LVorOther,Moderate,MoreThanAve,F
Stability,F,Wet,LittleChange,LV,ACEFK,XNIL,F,Neutral,Increasing,PC,None,NoMajor,XNIL,AllElse,ModerateOrLe,None,LessUnstable,Wet,StrongUp,WeakUp,XNIL,None,XNIL,LessThanAve,CThruK,None,VeryMoist,None,PC,None,Clear,LittleChange,Dry,StrongUp,StrongUp,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,StrongUp,PartInhibit,None,Stifling,Other,Neutral,LessUnstable,None,HighEvrywher,PC,LVorOther,None,LessThanAve,F
Stability,ABI,VeryWet,NegToPos,SEQuad,B,SVR,B,Dry,Decreasing,Clear,None,NoMajor,SVR,LV,Steep,Strong,LessUnstable,Wet,Neutral,Down,SVR,None,SIG,LessThanAve,AB,Strong,Dry,DenvCyclone,Clear,Other,PC,Decreasing,VeryWet,StrongUp,Neutral,Westerly,Steep,DecCapIncIns,Weak,Jun15_Jul1,N1GtLIGt_4,WeakUp,PartInhibit,Marked,Stifling,Other,Negative,LessUnstable,Strong,LowNHighS,Clear,LVorOther,Slight,LessThanAve,B
Stability,CDEJ,Dry,SigNegative,WidespdDnsl,ACEFK,SIG,E,Dry,Decreasing,Clear,None,NoMajor,SIG,SWQuad,CloseToDryAd,Weak,LessUnstable,Neutral,StrongUp,StronUp,SIG,Strong,XNIL,LessThanAve,CThruK,None,Dry,MovingFtorOt,Clear,None,Clear,LittleChange,Neutral,Neutral,StrongUp,DCVZFavor,ModerateOrLe,DecCapIncIns,Moderate,May15_Jun14,N5GtLIGt_8,Neutral,PartInhibit,None,None,Other,WeakPos,LessUnstable,None,LowEvrywhere,Clear,Westerly,Slight,Average,E
Stability,K,VeryWet,NegToPos,LongAnticyc,ACEFK,SIG,K,Neutral,Decreasing,PC,Weak,MarkedUpper,XNIL,AllElse,CloseToDryAd,Weak,Average,VeryWet,StrongUp,StronUp,XNIL,Weak,SIG,LessThanAve,CThruK,Weak,Average,MovingFtorOt,PC,Moving,Clear,Decreasing,Dry,Neutral,StrongUp,Westerly,ModerateOrLe,DecCapIncIns,Unfavorable,May15_Jun14,N1GtLIGt_4,StrongUp,PartInhibit,Some,Stifling,DryMMoistL,Neutral,Average,Weak,LowEvrywhere,Cloudy,LVorOther,None,Average,K
Instability,G,Dry,SigNegative,WidespdDnsl,GJ,SVR,G,Neutral,LittleChange,Clear,Weak,NoMajor,XNIL,SWQuad,Steep,Strong,MoreUnstable,Neutral,StrongUp,Neutral,XNIL,Strong,SVR,Average,CThruK,Strong,Dry,Other,Clear,None,Clear,Increasing,Neutral,Neutral,StrongUp,StrongWest,CloseToDryAd,LittleChange,Unfavorable,Aug20_Sep15,LIGt0,StrongUp,PartInhibit,Marked,Stifling,MoistMDryL,StrongPos,MoreUnstable,Strong,LowAtStation,Clear,Westerly,None,Average,G
Instability,CDEJ,Wet,NegToPos,WidespdDnsl,ACEFK,SVR,C,Dry,Increasing,Cloudy,None,OtherRapid,SVR,NWQuad,ModerateOrLe,None,Average,VeryWet,Neutral,Neutral,SVR,None,XNIL,MoreThanAve,CThruK,None,Average,E_W_N,PC,Moving,Cloudy,Increasing,Neutral,WeakUp,Neutral,DCVZFavor,Steep,IncCapDecIns,Weak,Jul2_Jul15,LIGt0,Neutral,TotalInhibit,None,None,Other,WeakPos,LessUnstable,None,LowAtStation,Cloudy,Westerly,Slight,MoreThanAve,C
Neutral,ABI,VeryWet,SigNegative,LV,B,SIG,B,Neutral,Decreasing,PC,Strong,NoMajor,SIG,SWQuad,ModerateOrLe,Strong,LessUnstable,VeryWet,Neutral,Neutral,SIG,Strong,SIG,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,None,PC,Decreasing,Dry,Neutral,Neutral,Other,Steep,DecCapIncIns,Moderate,Jul2_Jul15,LIGt0,Down,None,None,TotalInhibit,Other,Negative,LessUnstable,None,LowMtsHighPl,PC,LVorOther,Slight,LessThanAve,B
Stability,G,VeryWet,LittleChange,LV,GJ,XNIL,G,Neutral,LittleChange,PC,None,NoMajor,XNIL,SWQuad,CloseToDryAd,Strong,LessUnstable,VeryWet,StrongUp,WeakUp,XNIL,Strong,XNIL,Average,CThruK,None,Dry,Other,PC,None,PC,Decreasing,VeryWet,StrongUp,StrongUp,StrongWest,CloseToDryAd,LittleChange,Weak,Aug20_Sep15,N5GtLIGt_8,StrongUp,Stifling,None,PartInhibit,MoistMDryL,Neutral,MoreUnstable,None,LowEvrywhere,Cloudy,Westerly,None,Average,G
Neutral,CDEJ,Wet,LittleChange,WidespdDnsl,ACEFK,XNIL,E,Wet,LittleChange,PC,None,NoMajor,XNIL,AllElse,CloseToDryAd,None,Average,Wet,Neutral,StronUp,XNIL,None,XNIL,Average,CThruK,None,Average,DryLine,Cloudy,None,PC,LittleChange,Neutral,Neutral,Neutral,StrongWest,ModerateOrLe,LittleChange,Weak,Jul16_Aug10,N1GtLIGt_4,Down,PartInhibit,None,None,MoistMDryL,Negative,Average,None,LowNHighS,Clear,LVorOther,Strong,Average,E
Stability,ABI,VeryWet,PosToNeg,DenvCyclone,HI,SIG,I,VeryWet,Decreasing,Clear,Weak,NoMajor,SIG,SWQuad,Steep,None,LessUnstable,VeryWet,StrongUp,StronUp,SIG,None,SIG,LessThanAve,CThruK,Weak,Dry,MovingFtorOt,Clear,QStationary,Clear,Decreasing,Neutral,Neutral,StrongUp,Other,ModerateOrLe,DecCapIncIns,Weak,Jun15_Jul1,N1GtLIGt_4,StrongUp,PartInhibit,None,None,DryMMoistL,Negative,LessUnstable,None,LowSHighN,PC,Westerly,Slight,Average,I
Neutral,CDEJ,Neutral,LittleChange,LV,GJ,SIG,J,Dry,LittleChange,Clear,Strong,NoMajor,XNIL,LV,Steep,Weak,LessUnstable,Wet,WeakUp,StronUp,XNIL,Weak,SIG,Average,CThruK,Strong,Dry,E_W_S,PC,Other,Clear,LittleChange,VeryWet,WeakUp,WeakUp,Westerly,ModerateOrLe,LittleChange,Strong,Aug20_Sep15,N1GtLIGt_4,WeakUp,PartInhibit,None,PartInhibit,MoistMDryL,WeakPos,LessUnstable,Weak,LowAtStation,Clear,LVorOther,Slight,Average,J
Stability,CDEJ,VeryWet,LittleChange,LV,GJ,SVR,J,Neutral,LittleChange,Clear,Strong,StrongFront,XNIL,LV,Steep,Weak,LessUnstable,Wet,Down,Down,XNIL,Weak,SVR,LessThanAve,CThruK,Strong,Dry,DryLine,Clear,Other,Clear,Decreasing,Dry,Down,Down,StrongWest,Steep,LittleChange,Moderate,Jul2_Jul15,N1GtLIGt_4,Down,PartInhibit,Marked,None,MoistMDryL,Negative,LessUnstable,Strong,LowAtStation,Clear,LVorOther,Moderate,LessThanAve,J
Instability,CDEJ,Wet,PosToNeg,WidespdDnsl,ACEFK,SIG,C,Neutral,Increasing,Cloudy,None,OtherRapid,SIG,LV,ModerateOrLe,None,MoreUnstable,VeryWet,WeakUp,WeakUp,SIG,Weak,XNIL,MoreThanAve,CThruK,None,Average,E_W_N,Clear,Other,Cloudy,Increasing,Dry,Down,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Strong,Jul16_Aug10,N1GtLIGt_4,StrongUp,PartInhibit,None,None,Other,Negative,Average,None,LowEvrywhere,Cloudy,LVorOther,Strong,Average,C
Stability,ABI,Neutral,PosToNeg,DenvCyclone,B,SIG,B,Dry,Increasing,Clear,Strong,NoMajor,SVR,LV,Stable,Strong,MoreUnstable,Neutral,Neutral,WeakUp,SIG,None,SIG,MoreThanAve,AB,Strong,Average,DryLine,Clear,Moving,Clear,Increasing,Neutral,Neutral,Neutral,Westerly,CloseToDryAd,IncCapDecIns,Strong,Aug20_Sep15,N5GtLIGt_8,Neutral,Stifling,Marked,PartInhibit,DryMMoistL,Neutral,LessUnstable,Strong,LowAtStation,Clear,LVorOther,Strong,Average,B
Stability,K,Neutral,LittleChange,WidespdDnsl,ACEFK,XNIL,K,VeryWet,Decreasing,Clear,None,StrongFront,XNIL,NWQuad,ModerateOrLe,None,LessUnstable,Neutral,WeakUp,WeakUp,XNIL,None,XNIL,LessThanAve,CThruK,None,Dry,None,Clear,Other,PC,LittleChange,Dry,Neutral,WeakUp,Other,ModerateOrLe,DecCapIncIns,Moderate,Aug20_Sep15,N1GtLIGt_4,WeakUp,PartInhibit,None,TotalInhibit,DryMMoistL,WeakPos,Average,None,HighEvrywher,Clear,Westerly,None,LessThanAve,K
Neutral,CDEJ,Neutral,SigNegative,SEQuad,ACEFK,SIG,E,Wet,LittleChange,PC,Weak,NoMajor,SIG,SWQuad,Steep,Weak,Average,Wet,Neutral,Neutral,SIG,None,XNIL,Average,CThruK,Weak,Dry,MovingFtorOt,Cloudy,None,PC,Increasing,Neutral,WeakUp,Neutral,Westerly,Steep,LittleChange,Strong,Aug20_Sep15,N1GtLIGt_4,Down,PartInhibit,Marked,None,MoistMDryL,WeakPos,Average,Weak,LowMtsHighPl,PC,LVorOther,Strong,Average,E
Instability,CDEJ,Neutral,LittleChange,LongAnticyc,ACEFK,SIG,C,VeryWet,Increasing,Clear,Strong,MarkedUpper,SIG,NWQuad,Steep,Weak,Average,Wet,WeakUp,StronUp,XNIL,None,SIG,Average,CThruK,Strong,Average,E_W_N,Clear,Moving,Clear,Decreasing,Neutral,WeakUp,WeakUp,Westerly,ModerateOrLe,IncCapDecIns,Strong,May15_Jun14,N1GtLIGt_4,Down,PartInhibit,Some,TotalInhibit,Other,Negative,Average,Weak,LowEvrywhere,Clear,Westerly,None,Average,C
Stability,CDEJ,Neutral,LittleChange,SEQuad,GJ,SIG,J,Dry,Increasing,PC,None,NoMajor,XNIL,LV,CloseToDryAd,Weak,LessUnstable,Wet,WeakUp,Neutral,SIG,Weak,XNIL,MoreThanAve,CThruK,None,Average,E_W_N,Clear,None,PC,LittleChange,Wet,WeakUp,WeakUp,Westerly,CloseToDryAd,IncCapDecIns,Moderate,Aug11_Aug20,N5GtLIGt_8,WeakUp,PartInhibit,None,None,DryMMoistL,Negative,Average,None,LowAtStation,PC,LVorOther,Strong,Average,J
Instability,ABI,Wet,LittleChange,SEQuad,B,SIG,B,VeryWet,LittleChange,Clear,Weak,MarkedUpper,SIG,AllElse,Stable,None,LessUnstable,VeryWet,Neutral,Neutral,SIG,None,XNIL,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,Other,Clear,Decreasing,Wet,Neutral,Neutral,Other,Steep,LittleChange,Moderate,Jul16_Aug10,N1GtLIGt_4,Down,None,None,None,DryMMoistL,Negative,LessUnstable,None,HighEvrywher,Clear,Westerly,Strong,LessThanAve,B
Stability,CDEJ,Dry,LittleChange,LV,GJ,SIG,J,Dry,LittleChange,Clear,Strong,NoMajor,XNIL,LV,Steep,Strong,LessUnstable,Neutral,StrongUp,StronUp,XNIL,None,SIG,LessThanAve,CThruK,Strong,Average,DryLine,Clear,None,Clear,Decreasing,Wet,StrongUp,StrongUp,DCVZFavor,Steep,LittleChange,Strong,Jun15_Jul1,N1GtLIGt_4,StrongUp,None,Marked,None,MoistMDryL,Negative,LessUnstable,Strong,LowMtsHighPl,Clear,LVorOther,Strong,LessThanAve,J
Stability,G,Neutral,SigNegative,WidespdDnsl,GJ,SIG,G,Neutral,Increasing,Cloudy,None,NoMajor,SIG,LV,CloseToDryAd,None,Average,Wet,Neutral,Down,SIG,Strong,XNIL,MoreThanAve,CThruK,Weak,Dry,DryLine,Cloudy,None,PC,Decreasing,Neutral,Neutral,Neutral,Westerly,CloseToDryAd,IncCapDecIns,Moderate,Jun15_Jul1,N1GtLIGt_4,Down,Stifling,Some,None,MoistMDryL,Neutral,Average,Weak,LowEvrywhere,Cloudy,Westerly,Strong,Average,G
Stability,F,Neutral,LittleChange,DenvCyclone,ACEFK,XNIL,F,Neutral,Decreasing,Clear,None,NoMajor,XNIL,LV,Steep,Strong,MoreUnstable,Wet,WeakUp,WeakUp,XNIL,Strong,XNIL,Average,CThruK,None,VeryMoist,DenvCyclone,Clear,Other,Clear,LittleChange,Neutral,WeakUp,WeakUp,Westerly,ModerateOrLe,DecCapIncIns,Moderate,Jul16_Aug10,N1GtLIGt_4,WeakUp,PartInhibit,None,None,Other,Negative,Average,None,HighEvrywher,Clear,LVorOther,Moderate,Average,F
Neutral,CDEJ,VeryWet,NegToPos,LongAnticyc,D,SVR,D,VeryWet,Increasing,Clear,Strong,OtherRapid,SVR,AllElse,CloseToDryAd,None,LessUnstable,VeryWet,StrongUp,StronUp,SVR,Weak,SIG,MoreThanAve,CThruK,Strong,Dry,DryLine,PC,QStationary,Clear,Decreasing,VeryWet,WeakUp,StrongUp,Other,CloseToDryAd,IncCapDecIns,Unfavorable,May15_Jun14,N1GtLIGt_4,Neutral,TotalInhibit,None,None,DryMMoistL,Neutral,MoreUnstable,Weak,LowMtsHighPl,Clear,Westerly,Slight,MoreThanAve,D
Stability,G,VeryWet,LittleChange,LongAnticyc,GJ,SVR,G,Neutral,LittleChange,PC,Strong,NoMajor,SIG,NWQuad,Steep,Strong,Average,Wet,Down,Neutral,SIG,Weak,SVR,MoreThanAve,CThruK,Strong,Dry,E_W_N,PC,None,PC,LittleChange,Wet,Down,Down,StrongWest,CloseToDryAd,LittleChange,Weak,May15_Jun14,LILt_8,Down,Stifling,Marked,None,MoistMDryL,WeakPos,Average,Strong,LowEvrywhere,Clear,LVorOther,Slight,MoreThanAve,G
Stability,G,Neutral,LittleChange,LV,GJ,SVR,G,Neutral,LittleChange,Clear,Weak,MarkedUpper,XNIL,AllElse,Steep,Strong,MoreUnstable,Dry,Down,Neutral,XNIL,Weak,SVR,Average,CThruK,Strong,Dry,Other,Clear,None,PC,Increasing,Neutral,Neutral,Down,StrongWest,CloseToDryAd,LittleChange,Strong,Aug20_Sep15,N5GtLIGt_8,Down,Stifling,Marked,PartInhibit,Other,StrongPos,MoreUnstable,Strong,LowAtStation,Clear,Westerly,Strong,Average,G
Stability,G,VeryWet,LittleChange,WidespdDnsl,GJ,SVR,G,Wet,LittleChange,Clear,Weak,OtherRapid,XNIL,AllElse,CloseToDryAd,Weak,LessUnstable,VeryWet,Neutral,Neutral,XNIL,None,SVR,LessThanAve,CThruK,Strong,Dry,DryLine,Cloudy,None,Clear,Decreasing,VeryWet,Down,Neutral,Westerly,CloseToDryAd,LittleChange,Moderate,Jul2_Jul15,N5GtLIGt_8,Down,PartInhibit,Marked,PartInhibit,Other,Negative,Average,Strong,LowEvrywhere,Clear,Westerly,None,LessThanAve,G
Instability,CDEJ,Wet,LittleChange,LV,ACEFK,SVR,E,Dry,Increasing,Clear,Strong,NoMajor,XNIL,SWQuad,CloseToDryAd,Strong,MoreUnstable,Wet,WeakUp,StronUp,SIG,Strong,SVR,Average,CThruK,Strong,Average,None,Clear,None,PC,LittleChange,Wet,StrongUp,WeakUp,Westerly,ModerateOrLe,IncCapDecIns,Moderate,May15_Jun14,N1GtLIGt_4,Down,PartInhibit,Some,Stifling,MoistMDryL,WeakPos,MoreUnstable,Strong,LowNHighS,PC,LVorOther,None,Average,E
Stability,G,Neutral,LittleChange,LongAnticyc,GJ,SIG,G,Neutral,Decreasing,Cloudy,Weak,MarkedUpper,SIG,SWQuad,CloseToDryAd,Weak,Average,Neutral,WeakUp,WeakUp,SIG,Weak,SIG,LessThanAve,CThruK,Weak,Average,E_W_N,Cloudy,None,PC,LittleChange,Dry,StrongUp,WeakUp,DCVZFavor,CloseToDryAd,DecCapIncIns,Weak,May15_Jun14,N1GtLIGt_4,Neutral,None,None,TotalInhibit,MoistMDryL,Neutral,Average,None,LowAtStation,Cloudy,Westerly,None,LessThanAve,G
Neutral,CDEJ,Dry,LittleChange,LV,GJ,SVR,J,Dry,Increasing,Cloudy,Strong,NoMajor,SVR,LV,CloseToDryAd,Strong,MoreUnstable,Dry,Neutral,Down,SVR,None,SIG,MoreThanAve,CThruK,Strong,Average,DryLine,Cloudy,Other,PC,Increasing,Neutral,StrongUp,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Weak,Jul16_Aug10,N5GtLIGt_8,WeakUp,PartInhibit,Some,PartInhibit,MoistMDryL,WeakPos,Average,Strong,LowEvrywhere,Cloudy,LVorOther,None,Average,J
